,Unnamed: 0,origin,tweet_text,label
115,115,MFH,ترأس رئيس الجمهورية السيد عبد المجيد تبون صباح اليوم بمقر رئاسة الجمهورية، جلسة عمل ضمت الوزير الأول، وعددا من الوزراء، وكبار مسؤولي الأمن في الدولة، خصصت لدراسة وتقييم الإجراءات المتخذة للتصدي بفعالية لوباء الكورونا فيروس المستجد العالمي.,True
116,116,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع,False
117,117,ARC,ايطاليا لاجازيتا : وكيل أعمال ديبالا ينفي إصابة باولو بفيروس كورونا,True
118,118,MFH,بعد قعدة البيت الطويلة و بس إرجع شوف رفقاتي لازم كل واحد منن يذكرني بي أسمه و قديش صرلي بعرفه تفاديا للإحراج! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان خليك_بالبيت فعاليات_الحجر_المنزلي,False
119,119,MFH,الفرق بينك وبين اللي معه كورونا، إن هو عمل فحص وأنت لا,False
120,120,ARC,عاجل . إصابة ملكة بريطانيا بفيروس كورونا كورونا,False
121,121,4IF,الرئيس الروسي يعلن عن تسجيل اول لقاح رسمي لكورونا. وصرح بان اللقاح تم تجربته على احدى بناته. اللقاح حاليا في المرحلة الثالثة من التجربة ومن المتوقع البدء بتجربته على العامه نهاية الشهر الحالي. يارب نسمع اخبار ايجابية قريب,True
122,122,ARC,صباحك صحة بناء على المعلومات المتوفرة حاليا لايوجد خطر من إنتقال فيروس كورونا الجديد عبر البضائع والطرود المستوردة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
123,123,ARC,فيروس_كورونا_المستجد أصيب كل من باولو مالديني وباولو ديبالا بفيروس كورونا المستجد، وسجلت إيطاليا اليوم رقما قياسيا بعدد الوفيات الناتجة عن الفيروس وبلغت 793 حالة,False
124,124,ARC,رغم أن فيروس_كورونا انتشر بسبب التهام الصينيين لبعض لحوم الحيوانات الغير مألوفة.. إلا أن أحد المصابين بالمرض في غرف العزل بمستشفى في مدينة ووهان (مصدر المرض) قام بتصوير طعام المستشفى وقال أنهم قدموا له (لحم سلاحف),False
125,125,ARC,مفاجأة: الصين ارسلت أدوات طبية لبريطانيا واكتشفوا انها ملوثة بالفايروس نفسه كورونا COVID 19,True
126,126,ARC,وكالات - الصين - الانتهاء من بناء المستشفى الذى تبلغ قدرته الاستيعابية ألف سرير فى تسعة أيام فقط. كورونا فيروس_كورونا,True
127,127,ARC,الخارجية تنفى وفاة مواطن مصرى بفيروس كورونا فى ووهان الصينية,True
128,128,ARC,صباحك صحة بناء على المعلومات المتوفرة حاليا لايوجد خطر من الإصابة بفيروس كورونا الجديد عبر البضائع والطرود القادمة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
129,129,ARC,سيمبسون سبق وتنبأ بالفيروس فيروس_كورونا_الجديد,False
130,130,MFH,كورونا يصيب نمرا بحديقة حيوان في نيويورك: (MENAFN - Khaberni) خبرني - قال متحدث باسم حديقة حيوان برونكس في مدينة نيويورك الأميركية إن فحوصا أثبتت إصابة أنثى نمر في الحديقة بالمرض التنفسي ا..,True
131,131,ARC,العالم امريكي يشرح كيف ان الموجات التي تنبعث من شبكات الجيل الخامس لها دور في تفشي فيروس الكورونا. والدليل ان اول منطقه تم تغطيتها بالكامل بشبكة الجيل الخامس 5G هي ووهان الصينية مصدر تفشي فيروس_كورونا الجزء الاول 1-2,False
132,132,MFH,الوقاية_من_كورونا عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات. - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وتذكر دائما أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس.. ساهم بحمايته كلنا_مسؤول,True
133,133,4IF,مصادر مطلعة تتحدث عن طائرة قطرية شحن أتت من ايران الى لبنان وهبطت في مطار رفيق الحريري الدولي(رغم إقفال المطار )وعلى متنها لبنانيين وإيرانيين مصابين بفيروس كورونا وقد دخلوا لبنان بطريقة احتيالية لهذا السبب ارتفعت الإصابات ب فيروس_كورونا في لبنان.,False
134,134,ARC,صحيفة الحقيقة الإلكترونية- عاجل || لبنان تنهي العام الدراسي 2020 حرصا على سلامة الطلاب للحد من انتشار فيروس_كورونا - عبر تطبيق نبض,False
135,135,MFH,مطلوب أصدقاء ذوي نمر السيارات المجوز و شكرا (البنزين عليي) لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان,False
136,136,MFH,وفاة اول طبيب بالكويت باصابة فايروس كورونا ، الدكتور -طارق حسين مخيمر أذن وأنف وحنجرة فى مستشفي زين. إنا لله وإنا إليه راجعون ، رحمه الله وألهم أهله ومحبيه الصبر والسلوان.,True
137,137,ARC,الصين تنشر صور لمستشفى في مدينة ووهان لاغلاق المستشفى وتعافي كل المرضى من كورونا إذا صحيح نقول الحمدلله بس العالم أخذ مقلب لن ينساه,True
138,138,MFH,عدد من المواطنين الذين خرجوا بالسلامة من الحجر الصحي وذلك بعد اجراء اخر فحص مخبري لهم والتأكد من خلوهم من فيروس كورونا قطر_قروب,True
139,139,4IF,تطعيم عمره 100 عام قد يحمي من الإصابة بفيروس كورونا المستجد عبر موقعنا:  السل لقاح كورونا فايروس_كورونا تطعيم منظمة_المجتمع_العلمي_العربي COVID19Pandemic كورونا_المستجد,False
140,140,ARC,"رواية للكاتب الروائي دين كونتز بعنوان ""عيون الظلام"".. رواية مرعبة تنبأت ب""كورونا"" قبل 39 عاما! تستمر التكهنات والروايات والأخبار المتداولة عن فيروس ""كورونا"" المستجد والذي يرعب العالم، وذلك بعدما أودى بحياة أكثر من 2000 شخص في الصين، وأصاب أكثر من 74 ألفا آخرين",False
141,141,ARC,إصابة رئيس الوزراء البريطاني بوريس_جونسون بفيروس كورونا . فيروس_كورونا_المستجد كوفيد_19,True
142,142,MFH,كورونا في لبنان من زمان سنموت_بعد_قليل,False
143,143,ARC,كورونا_لبنان *مهم مهم مهم !!* فايروس كورونا قبل ان يصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بال حة والم الحنجرة ، فاذا شرب ماءا كثيرا وغرغرة بالماء والملح او الخل فإنه يقضي على الفايروس,False
144,144,ARC,كورونا معلومة صحية: كيف تستخدم الكمامة..؟ الكمامة، لها وجهان: أبيض و أزرق، الأبيض معقم، فإن كنت مصابا وتريد حماية غيرك، ضع الوجه الأبيض على فمك ليعقم أنفاسك الخارجة، وضع الأزرق خارجا، و هو دليل على أنك مصاب فلا يقترب منك أحد,False
