,origin,tweet_text,label
79,ARC,# هام _ جدا | # يرجى _ المشاركة الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا اللهم اجعل كيدهم في نحورهم يارب # علكت _ ورب _ الكعبه,False
553,4IF,يخشى الخبراء من أن اللقاح الذي تمت الموافقة عليه بشكل سريع ، والذي قد يتبين لاحقا أنه غير فعال أو شديد الخطورة ، من شأنه أن يضعف الثقة في لقاح ضد فيروس كورونا المستجد واللقاحات بشكل عام . الشكوك حتى الآن في أن اللقاح قد تم اختباره جيدا بما يكفي للموافقة عليه وفقا للمعايير الطبية,True
4769,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False
296,ARC,🔴 عاجل # السفير _ الايراني لدى بغداد : خبر اغلاق الحدود بين ايران والعراق بسبب انتشار فايروس # كورونا الجديد عار عن الصحة تماما ؛ وحكومة # بغداد لم تعلن ذلك اطلاقا,True
653,4IF,ابرز ما ذكر الدكتور عبداللطيف الخال : - - تجنب جلوس اكثر من 5 اشخاص في مكان واحد - تجنب التجمع في الاماكن المشتركة في العمل - يتوجب على الطلاب لبس الكمام في المدرسة والصف ! ! - احتمالية انتهاء اللقاح قبل نهاية العام نتمنى استمرار العمل والدراسة عن بعد حفاظا على الجميع # كورونا,True
354,ARC,[مستخدم] يقال إن # الوضوء للصلاة كافي في مكافحة # فيروس _ كورونا والله اعلم,False
4290,MFH,هاي الفرق بينك وبين اللي معه كورونا ، انه هو عمل فحص وإنت لا . باي,False
1215,ARC,فيلم # Contagion إنتاج 2011 فيلم يتنبأ بفيروس # كورونا نفس الأعراض نفس مصدر الفيروس موت الملايين,False
1505,4IF,# بوتين يعلن موافقة وزارة الصحة الروسية على اللقاح الروسي ل # كورونا # COVID19 [رابط],True
4126,4IF,خطاب مهم للرئيس # ترامب اليوم الفجر 3 صباحا ربما يعلن عن إعتماد لقاح # كورونا خطاب يسمي بحالة الاتحاد أمام النواب و الشيوخ الامريكان [رابط],True
3494,ARC,# فيروس _ كورونا _ المستجد الموجود في الانف ، الحنجرة والرئة لا يتحمل حرارة بخار الماء الدافئ,False
1126,4IF,"لقاح "" Ad5 - nCoV "" . . أول براءة اختراع للقاح ضد # كورونا _ المستجد في # الصين [رابط]",True
544,ARC,اقوى علاج ومضاد للكورونا هو الثوم مغموس في زيت أو الثوم مع العسل أو الثوم مع البصل والفجل أو الثوم لوحده # كورونا,False
2570,MFH,لبنان كوكب المفاجأة سنموت بعد قليل 🙂 # كورونا,False
315,4IF,اذا تريد معرفة حقارة مجلس الأمة الكويتي اليوم كان تركيزهم النواب فقط على السعودية أن السعودية دولة منتشر فيها كورونا ويطالبون أجلاء كل كويتي بالسعودية تدرون لماذا لايجرون على ذكر أيران اللي نشرت المرض لهم بالكويت فقط لن أكبر واحد فيهم راح يداس بالنعال الفارسيه,False
4120,ARC,[مستخدم] إصابة الشيخ تميم بن حمد ب # كورونا # مباشر _ قطر _ اصابة _ تميم _ بكورونا,False
4390,ARC,كاتب رواية عيون الظلام التي نشرت عام 1981 تنبأ بظهور فايروس كورونا عام 2020 في الصين بمدينة ووهان ! ! سؤال كبير ؟ ؟,False
598,ARC,س : من الأكثر عرضة للإصابة بفيروس كورونا المستجد ، كبار السن أم صغار السن ؟ ج : يمكن أن يصاب الأشخاص من جميع الأعمار بفيروس كورونا المستجد - 2019 . ويبدو أن كبار السن والأشخاص المصابين بحالات مرضية سابقة الوجود ( مثل الربو ، وداء السكري ، وأمراض القلب ) هم الأكثر عرضة للمضاعفات,True
2450,ARC,🔴 عاجل إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس # كورونا,False
3651,ARC,القناة 12 العبرية تقول : إصابة محمد بن زايد بفيروس # كورونا,False
720,MFH,لحماية نفسك من فيروس كورونا عليك اتباع الارشادات اعلاه [رابط],True
3323,ARC,"خبر صعق العالم قبل قليل # ايطاليا 🇮 🇹 تفقد السيطرة كليا عن إحتواء الفيروس ورئيس الوزراء يقول : "" إنتهت حلول الأرض ؛ الأمر متروك للسماء "" # كورونا _ الجديد # ابقوا _ في _ منازلكم",False
65,ARC,# صباح _ الخير صحف كتير من بينهم صحيفة 12 العبرية ، عن إصابة شيطان العرب # محمد _ بن _ زايد ب # فيروس _ كورونا . . يارب كل الشياطين يارب في حجر صحي واحد # الامارات # Coronvirus,False
4065,ARC,# الإذاعة _ المدرسية 🎤 مع ظهور مرض # كورونا كفانا الله وإياكم تحدث طالبات الصف 2 - ع عن الوضوء وطريقة # الوضوء الصحيحة بتطبيق عملي وكيف يمكن للوضوء أن يكون وقاية وحماية لنا من # الأمراض . الحمدلله على نعمة الاسلام بإشراف أ . حنان الثبيتي # تعليم _ الطائف # فيروس _ كورونا # وزارة _ التعليم,False
1242,ARC,عااجل - وفقا لقناة CDF التشيلية : اليكسيس سانشيز مصاب ب فيروس كورونا # UCL,False
4782,4IF,استشارى مناعة : اللقاح الروسى ل # كورونا لم يخضع لكافة التجارب السريرية . . فيديو # روسيا [رابط],True
2034,ARC,[مستخدم] [مستخدم] أفضل علاج لفيروس كورونا الوضوء والاستغفار غير هذا الكلام كله فاضي # الكويت _ كورونا # فيروس _ كورونا,False
2647,ARC,"علاج "" # كورونا "" ب "" البلازما "" . . والصحة العالمية تصفه بالنهج الصحيح # الصين # الامارات",True
3906,4IF,عاجل # مودرنا الامريكية تنشر تفاصيل جديدة عن # لقاح # Covid _ 19 [رابط],True
3855,ARC,"[مستخدم] 🔴 , , . 💥 الاعلام العبري يتحدث عن اصابة محمد بن زايد بفيروس كورونا ووضعه بالحجر الصحي وعاملة فليبينية ما بعرف ليش قربت عليه نقلت له العدوى معقول من ايران كمان ؟ ؟",False
1606,4IF,"حتى لو وجد لقاح كورونا . . مشكلة جديدة تواجه "" نصف بريطانيا "" [رابط] # كورونا",True
937,4IF,معلومة مهمة جدا ‼ لا يوجد لقاح روسي ل # كورونا اجتاز المراحل الثلاث وهناك بوادر نزاع بين الدول المتنافسة على تصنيع اللقاح ، وبين روسيا والصين والهند ، بسبب هذه التجاوزات والتي قد تفقد الثقة في اللقاحات الناجحة لاحقا # السعودية رابط الخبر باللغة الإنجليزية [رابط] [رابط],False
3439,ARC,"[مستخدم] [مستخدم] لا صحة للفيديو المتداول بعنوان « في مدينة نيويورك رفض اليهود طاعة الشرطة الأمريكية بعدم التجمع في جنازة يهودية بسبب اعتقادهم بأن الله سيحميهم من فيروس كورونا "" , والفيديو الحقيقي نشر عام 2017 في إسرائيل لمظاهرة لبعض من اليهود",True
1200,MFH,بمزيد من الحزن والأسى وايمان بقضاء الله وقدرته تلقينا خبر وفاه إبن العم # سلمان _ مطلق _ الغافل _ العنزي أثر أصابته بفايروس # كورونا نسأل الله له المغفره والرحمه ويسكنه فسيح جناته ويلهمنا وذويه ومحبيه الصبر والسلوان . ان لله وان اليه راجعون . خالص العزاء للأخ سلطان وأسرتهم الكريمة [رابط],True
